pipeline,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_precision_weighted,train_recall_weighted,train_f1_weighted,train_precision_class_0,train_recall_class_0,train_f1_class_0,train_support_class_0,train_precision_class_1,train_recall_class_1,train_f1_class_1,train_support_class_1,train_balanced_accuracy,train_roc_auc,train_pr_auc,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_precision_class_0,test_recall_class_0,test_f1_class_0,test_support_class_0,test_precision_class_1,test_recall_class_1,test_f1_class_1,test_support_class_1,test_balanced_accuracy,test_roc_auc,test_pr_auc,best_params,best_val_primary_score,best_val_f1_class_1,best_val_recall_class_1,best_val_f1_macro,best_val_balanced_accuracy
P09_WordChar_Hybrid_LogReg,0.9901055408970977,0.9747332959011792,0.9939230249831195,0.9839821052895211,0.9906055416378395,0.9901055408970977,0.9902035332876884,1.0,0.987846049966239,0.9938858695652174,7405.0,0.9494665918023583,1.0,0.9740783410138248,1691.0,0.9939230249831195,0.9995427993695822,0.9973340226403433,0.8843447669305189,0.8056750093173934,0.8268235303133058,0.8155128934789952,0.8888901307037217,0.8843447669305189,0.8862774113254861,0.9381898454746137,0.9184224743381956,0.9282009282009283,1851.0,0.6731601731601732,0.735224586288416,0.7028248587570621,423.0,0.8268235303133058,0.9263933749950508,0.7814550797872095,"{""C"": 4.0, ""class_weight"": ""balanced""}",0.7091932457786116,0.7091932457786116,0.7440944881889764,0.819321247377244,0.8315431936894477
