pipeline,classifier_name,params,primary_metric,primary_score,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,val_precision_weighted,val_recall_weighted,val_f1_weighted,val_precision_class_0,val_recall_class_0,val_f1_class_0,val_support_class_0,val_precision_class_1,val_recall_class_1,val_f1_class_1,val_support_class_1,val_balanced_accuracy,val_roc_auc,val_pr_auc,best_params
P06_TFIDF_Sublinear_LogReg,clf,"{""C"": 2.0, ""class_weight"": ""balanced""}",f1_pos,0.6859205776173285,0.8725274725274725,0.7866197183098591,0.8245107975364465,0.8029786711616054,0.8828588625771724,0.8725274725274725,0.8764722874014921,0.939906103286385,0.900990099009901,0.9200367647058824,1111.0,0.6333333333333333,0.7480314960629921,0.6859205776173285,254.0,0.8245107975364465,0.9093035287780746,0.7520653689173528,"{""C"": 2.0, ""class_weight"": ""balanced""}"
P07_CharTFIDF_LogReg,clf,"{""C"": 1.0, ""class_weight"": ""balanced""}",f1_pos,0.6903553299492385,0.865934065934066,0.7783515569975407,0.8417188175510464,0.8024006663771438,0.8869741476756914,0.865934065934066,0.8727470790648469,0.9513618677042801,0.8802880288028803,0.9144460028050491,1111.0,0.6053412462908012,0.8031496062992126,0.6903553299492385,254.0,0.8417188175510464,0.9058661771688981,0.7429375678292768,"{""C"": 1.0, ""class_weight"": ""balanced""}"
P08_CharTFIDF_LinearSVC,clf,"{""C"": 4.0, ""class_weight"": null}",f1_pos,0.6972111553784861,0.8886446886446886,0.8174600023103359,0.8116349036478451,0.8144942670967834,0.8876617010313258,0.8886446886446886,0.8881291584832897,0.9292748433303492,0.9342934293429342,0.9317773788150808,1111.0,0.7056451612903226,0.6889763779527559,0.6972111553784861,254.0,0.8116349036478451,0.90428924782242,0.733120927016911,"{""C"": 4.0, ""class_weight"": null}"
P09_WordChar_Hybrid_LogReg,clf,"{""C"": 4.0, ""class_weight"": ""balanced""}",f1_pos,0.7091932457786116,0.8864468864468864,0.8087833422444008,0.8315431936894477,0.819321247377244,0.8912587541174245,0.8864468864468864,0.8884638828131618,0.9401473296500921,0.918991899189919,0.9294492489758762,1111.0,0.6774193548387096,0.7440944881889764,0.7091932457786116,254.0,0.8315431936894477,0.9171314769272202,0.7618083187029419,"{""C"": 4.0, ""class_weight"": ""balanced""}"
P10_WordChar_Hybrid_LinearSVC,clf,"{""C"": 2.0, ""class_weight"": ""balanced""}",f1_pos,0.7196819085487077,0.8967032967032967,0.83074772207108,0.8256961522923946,0.82818401669016,0.8959425634318756,0.8967032967032967,0.8963058530837309,0.9345878136200717,0.9387938793879388,0.9366861248316121,1111.0,0.7269076305220884,0.7125984251968503,0.7196819085487077,254.0,0.8256961522923946,0.9095267794495985,0.7462771602194362,"{""C"": 2.0, ""class_weight"": ""balanced""}"
