pipeline,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_precision_weighted,train_recall_weighted,train_f1_weighted,train_precision_class_0,train_recall_class_0,train_f1_class_0,train_support_class_0,train_precision_class_1,train_recall_class_1,train_f1_class_1,train_support_class_1,train_balanced_accuracy,train_roc_auc,train_pr_auc,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_precision_class_0,test_recall_class_0,test_f1_class_0,test_support_class_0,test_precision_class_1,test_recall_class_1,test_f1_class_1,test_support_class_1,test_balanced_accuracy,test_roc_auc,test_pr_auc,best_params,best_val_primary_score,best_val_f1_class_1,best_val_recall_class_1,best_val_f1_macro,best_val_balanced_accuracy
P03_TFIDF_UniBi_LogReg,0.9685576077396658,0.9299402761220663,0.9761255021720024,0.9507656128733549,0.972196008190807,0.9685576077396658,0.9693580522782745,0.997206313730968,0.9640783254557731,0.9803625377643505,7405.0,0.8626742385131647,0.9881726788882318,0.9211686879823594,1691.0,0.9761255021720024,0.9956238512584598,0.9788265464882178,0.8799472295514512,0.7972441560996548,0.839624738017786,0.8153502133072936,0.8908257637772817,0.8799472295514512,0.8839335138252542,0.9462669683257918,0.9038357644516477,0.9245647969052224,1851.0,0.6482213438735178,0.7754137115839244,0.7061356297093649,423.0,0.839624738017786,0.9223498128287949,0.7751567730063872,"{""C"": 2.0, ""class_weight"": ""balanced""}",0.6858168761220825,0.6858168761220825,0.7519685039370079,0.802641525957958,0.8255792114644536
