pipeline,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_precision_weighted,train_recall_weighted,train_f1_weighted,train_precision_class_0,train_recall_class_0,train_f1_class_0,train_support_class_0,train_precision_class_1,train_recall_class_1,train_f1_class_1,train_support_class_1,train_balanced_accuracy,train_roc_auc,train_pr_auc,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_precision_class_0,test_recall_class_0,test_f1_class_0,test_support_class_0,test_precision_class_1,test_recall_class_1,test_f1_class_1,test_support_class_1,test_balanced_accuracy,test_roc_auc,test_pr_auc,best_params,best_val_primary_score,best_val_f1_class_1,best_val_recall_class_1,best_val_f1_macro,best_val_balanced_accuracy
P14_TFIDF_SelectKBest_LinearSVC,0.9682277924362357,0.9356655361679689,0.9645148821799965,0.9492206680379001,0.9700194379990024,0.9682277924362357,0.9687366983725073,0.9903528114663727,0.9704253882511816,0.9802878384830502,7405.0,0.8809782608695652,0.9586043761088113,0.9181534975927499,1691.0,0.9645148821799965,0.9935461638870599,0.9784203438374431,0.8830255057167986,0.8045397687402752,0.8187178868236835,0.8112964330994,0.8859915364746324,0.8830255057167986,0.8843557167639116,0.9342465753424658,0.9211237169097785,0.9276387377584331,1851.0,0.6748329621380846,0.7163120567375887,0.694954128440367,423.0,0.8187178868236835,0.8999224749767872,0.7347512658947452,"{""C"": 2.0, ""class_weight"": ""balanced""}",0.6784313725490196,0.6784313725490196,0.6811023622047244,0.8022787493375729,0.8031974457288249
