pipeline,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_precision_weighted,train_recall_weighted,train_f1_weighted,train_precision_class_0,train_recall_class_0,train_f1_class_0,train_support_class_0,train_precision_class_1,train_recall_class_1,train_f1_class_1,train_support_class_1,train_balanced_accuracy,train_roc_auc,train_pr_auc,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_precision_class_0,test_recall_class_0,test_f1_class_0,test_support_class_0,test_precision_class_1,test_recall_class_1,test_f1_class_1,test_support_class_1,test_balanced_accuracy,test_roc_auc,test_pr_auc
P09_WordChar_Hybrid_LogReg,0.9394239226033422,0.9594158585056329,0.8407292290159885,0.8857997963721633,0.9424973274414018,0.9394239226033422,0.9349588301095217,0.9324835941443715,0.9978392977717758,0.9640550590384239,7405.0,0.9863481228668942,0.6836191602602011,0.8075445337059028,1691.0,0.8407292290159885,0.9899280098675475,0.9657949438169633,0.8839050131926122,0.8637296129725669,0.7225957983225475,0.7654589353107102,0.8796999408629353,0.8839050131926122,0.8701253952212027,0.8891613536047082,0.9794705564559697,0.9321336760925449,1851.0,0.8382978723404255,0.4657210401891253,0.5987841945288754,423.0,0.7225957983225475,0.9233498473127426,0.7808554425633963
