pipeline,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_precision_weighted,train_recall_weighted,train_f1_weighted,train_precision_class_0,train_recall_class_0,train_f1_class_0,train_support_class_0,train_precision_class_1,train_recall_class_1,train_f1_class_1,train_support_class_1,train_balanced_accuracy,train_roc_auc,train_pr_auc,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_precision_class_0,test_recall_class_0,test_f1_class_0,test_support_class_0,test_precision_class_1,test_recall_class_1,test_f1_class_1,test_support_class_1,test_balanced_accuracy,test_roc_auc,test_pr_auc
P16_GloVeTwitterMean_LogReg,0.876429199648197,0.8474430818067641,0.7068959830632123,0.7479635490339251,0.8702127652472298,0.876429199648197,0.8609990783856266,0.8836896762370189,0.9767724510465902,0.927902501603592,7405.0,0.8111964873765093,0.43701951507983444,0.5680245964642583,1691.0,0.7068959830632123,0.896872428246454,0.714310620321565,0.8641160949868074,0.8107654600301659,0.6894663034357507,0.7251331664571914,0.8529496830191383,0.8641160949868074,0.8478713371067225,0.8779411764705882,0.9675850891410048,0.920585967617579,1851.0,0.7435897435897436,0.41134751773049644,0.5296803652968036,423.0,0.6894663034357507,0.9103200238066957,0.6925601560759407
