pipeline,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_precision_weighted,train_recall_weighted,train_f1_weighted,train_precision_class_0,train_recall_class_0,train_f1_class_0,train_support_class_0,train_precision_class_1,train_recall_class_1,train_f1_class_1,train_support_class_1,train_balanced_accuracy,train_roc_auc,train_pr_auc,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_precision_class_0,test_recall_class_0,test_f1_class_0,test_support_class_0,test_precision_class_1,test_recall_class_1,test_f1_class_1,test_support_class_1,test_balanced_accuracy,test_roc_auc,test_pr_auc
P17_GloVeTwitterMean_LinearSVC,0.88896218117854,0.8503969370926235,0.753609029971997,0.7886814465320559,0.8827175303321259,0.88896218117854,0.8801280021927662,0.9018474299359055,0.9690749493585415,0.9342533524280693,7405.0,0.7989464442493416,0.5381431105854524,0.6431095406360424,1691.0,0.753609029971997,0.9101178299860524,0.7514862434434592,0.8720316622691293,0.8140958175343492,0.722597714097421,0.7546176930946804,0.8622520377213491,0.8720316622691293,0.8612083783973588,0.8907815631262525,0.9605618584548893,0.9243566415388614,1851.0,0.737410071942446,0.4846335697399527,0.5848787446504993,423.0,0.722597714097421,0.912429930534003,0.7067431813811452
