pipeline,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_precision_weighted,train_recall_weighted,train_f1_weighted,train_precision_class_0,train_recall_class_0,train_f1_class_0,train_support_class_0,train_precision_class_1,train_recall_class_1,train_f1_class_1,train_support_class_1,train_balanced_accuracy,train_roc_auc,train_pr_auc,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_precision_class_0,test_recall_class_0,test_f1_class_0,test_support_class_0,test_precision_class_1,test_recall_class_1,test_f1_class_1,test_support_class_1,test_balanced_accuracy,test_roc_auc,test_pr_auc
P05_TFIDF_UniBi_SGDLog,0.9962620932277925,0.9958577719900805,0.9917720657202946,0.9938000126379793,0.9962595618252607,0.9962620932277925,0.996254361641851,0.9964973730297724,0.9989196488858879,0.9977070407337469,7405.0,0.9952181709503886,0.9846244825547014,0.9898929845422116,1691.0,0.9917720657202946,0.9998664335276203,0.999353023734766,0.899736147757256,0.8588990642252208,0.7888586196458882,0.8172007677629807,0.8947193070285048,0.899736147757256,0.8943346176529186,0.9159405433111225,0.9654240950837385,0.9400315623356128,1851.0,0.8018575851393189,0.6122931442080378,0.6943699731903485,423.0,0.7888586196458882,0.9203267545624176,0.7842860780145358
